mpjpe,median,max,mae_x,mae_y,mae_z,mse,rmse,frame,num_joints,align
57.2810270170734,55.75917963958332,87.25011198411376,25.33457296895954,22.09595571692985,39.23530636917306,3715.9346736478537,60.95846679213523,frame_0025,18,similarity
69.42812720356221,71.79045093630216,115.29059372768442,28.64333397045438,29.432262237866684,48.89797286385822,5388.04597483244,73.40331038061186,frame_0026,18,similarity
73.77301944620655,77.07559319738598,147.56130196013004,35.07451844941382,34.98272022644171,42.63241387213701,6696.141845586896,81.82995689591249,frame_0027,18,similarity
61.72517543603889,64.01201674372632,112.55965000094872,30.092282443938732,24.745392127613474,39.00298945140208,4630.634168993843,68.04876317019908,frame_0028,18,similarity
62.007138100254714,66.52113852308955,88.69418405236374,26.833849858893903,24.654837903652794,41.1656157642482,4207.876205533506,64.86814476716215,frame_0029,18,similarity
68.7073049630542,65.84590673943727,139.5155809114671,32.975519034715745,27.826909516995006,44.483358501017065,5758.030863950411,75.8816899123261,frame_0030,18,similarity
77.51210447757089,68.83875910072844,184.53469258062552,45.30055358261921,28.449017088610585,44.31346902003098,7627.210958883865,87.3339049790164,frame_0031,18,similarity
79.29276671010763,71.72217378752691,170.34565755991392,51.76190919694818,27.76482107606468,40.57006213156584,7689.393206454521,87.68918523087395,frame_0032,18,similarity
64.13395570118581,61.08551874984795,121.31230846518991,35.6117846977302,19.881501572011544,39.74981929280997,5146.964725710453,71.74234959708564,frame_0033,18,similarity
56.279406750477975,57.462875892200216,87.52828238931785,34.954466497620665,17.325860100783977,31.614916845422197,3511.178692234828,59.25519970631124,frame_0034,18,similarity
64.18021978948819,69.37383840035918,101.97479884575536,36.5151085878707,21.002917502684397,42.48495234876634,4706.213953944878,68.60185095130363,frame_0035,18,similarity
75.94260571698366,78.48029741193236,125.82964180857435,40.69055470469711,23.921014046213582,49.88297725141435,6365.225981244989,79.78236635526042,frame_0036,18,similarity
57.99762834542901,59.493326751596015,95.0738678917119,27.093209851328034,22.99160797684833,39.17199783165682,3943.991428041104,62.80120562569722,frame_0037,18,similarity
59.44246502566049,53.351498247139,101.2622656070511,30.253195398119008,23.15309315817424,34.862402612988895,4156.214350652425,64.46870830606447,frame_0038,18,similarity
64.29108083772797,69.69602825452722,100.28903563165039,31.89134699491933,21.417473833551483,42.458870760054886,4899.025672601015,69.99304017258441,frame_0039,18,similarity
65.05741456934608,62.889675196265486,102.3751371369591,27.098888935619975,23.682494180897223,45.48964905441804,4731.934103589471,68.78905511481803,frame_0040,18,similarity
65.81969079874735,68.27787955662431,108.56040024142982,25.923725776478122,24.595634101810745,47.52337796676218,5033.370354040884,70.94624975318204,frame_0041,18,similarity
58.25658762931198,58.48276352718639,105.21779127385544,23.33619062134282,19.286535843661834,43.68518397392848,4019.9488481816024,63.40306655187588,frame_0042,18,similarity
61.063141922935316,55.164491582256204,96.79263741592428,28.500355508316918,26.67894499836278,38.44086060668412,4053.7343961542015,63.66894373361475,frame_0043,18,similarity
61.88182187978178,62.53741978064863,114.44214262947527,20.14430876286992,30.199084134083048,44.40918896155719,4536.07056733929,67.35035684641389,frame_0044,18,similarity
67.23270187691794,65.54410498835935,145.20701552131223,22.454474273521456,27.461406811247823,43.57950453043796,5446.521500757596,73.80055217108878,frame_0045,18,similarity
72.09585871315268,61.79433793078394,174.54914377749043,24.407392844899935,27.728571782163574,50.29256689061283,6735.674112368477,82.07115274180373,frame_0046,18,similarity
58.77540739502974,54.59857737318929,143.14095091477247,25.191837409532532,21.288549152161345,38.53828564019643,4407.786707974858,66.39116438182762,frame_0047,18,similarity
62.67382148166301,58.47137547265504,125.47846980335031,28.989489091072453,25.013404481170433,37.61342894888565,4645.828589497753,68.16031535650164,frame_0048,18,similarity
